title,genres,vote_average
Carried Away,"['Drama', 'Romance']",5.4
All Dogs Go to Heaven 2,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']",5.0
Land and Freedom,"['Drama', 'History', 'War', 'Romance']",7.0
Denise Calls Up,['Comedy'],6.6
Theodore Rex,"['Fantasy', 'Science Fiction', 'Family']",3.6
A Family Thing,"['Comedy', 'Drama']",5.6
Sgt. Bilko,"['Comedy', 'Family']",5.5
Jack & Sarah,"['Comedy', 'Drama', 'Romance']",5.1
Girl 6,['Comedy'],5.7
Diabolique,"['Drama', 'Horror', 'Mystery', 'Thriller']",5.4
"Little Indian, Big City","['Adventure', 'Drama', 'Comedy', 'Family']",6.0
Courage Under Fire,"['Drama', 'Thriller', 'Mystery', 'War']",6.2
Mission: Impossible,"['Adventure', 'Action', 'Thriller']",6.7
Moll Flanders,"['Drama', 'Romance']",6.2
"301, 302","['Horror', 'Mystery', 'Thriller']",6.2
DragonHeart,['Fantasy'],6.4
Eddie,"['Action', 'Comedy']",5.4
Yankee Zulu,"['Drama', 'Comedy']",6.0
Purple Noon,"['Crime', 'Drama', 'Thriller']",7.3
August,"['Romance', 'Comedy', 'Drama']",5.3
James and the Giant Peach,"['Adventure', 'Animation', 'Family']",6.2
Fear,"['Drama', 'Thriller', 'Romance']",6.1
Kids in the Hall: Brain Candy,['Comedy'],5.9
Faithful,"['Comedy', 'Crime', 'Drama']",4.8
All Things Fair,"['War', 'Drama', 'Romance']",6.1
Bloodsport II,"['Action', 'Thriller']",5.2
Mystery Science Theater 3000: The Movie,"['Comedy', 'Science Fiction']",7.0
Space Jam,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",6.5
Barbarella,['Science Fiction'],5.7
Hostile Intentions,"['Thriller', 'Action', 'Drama']",8.0
They Bite,"['Comedy', 'Horror', 'Science Fiction']",5.5
The Run of the Country,"['Drama', 'Romance']",8.0
Alphaville,"['Drama', 'Science Fiction', 'Mystery']",6.8
Operation Dumbo Drop,"['Action', 'Adventure', 'Comedy', 'Family']",4.7
The Promise,"['Drama', 'Romance']",5.0
Mrs. Winterbourne,"['Comedy', 'Romance', 'Drama']",5.5
Solo,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",3.9
True Crime,"['Crime', 'Mystery', 'Thriller']",5.1
Feeling Minnesota,"['Action', 'Comedy', 'Drama', 'Thriller']",5.5
Delta of Venus,"['Drama', 'Romance']",3.3
Angus,"['Comedy', 'Drama', 'Family', 'Romance']",6.8
Boys,"['Romance', 'Drama', 'Mystery']",5.3
The Quest,"['Action', 'Adventure']",5.3
Sunset Park,['Drama'],5.1
Mulholland Falls,"['Drama', 'Mystery', 'Thriller']",6.2
The Truth About Cats & Dogs,"['Comedy', 'Romance']",5.7
Oliver & Company,"['Animation', 'Comedy', 'Family']",6.5
Celtic Pride,['Comedy'],4.9
Flipper,"['Adventure', 'Family']",5.3
Captives,"['Drama', 'Thriller', 'Mystery', 'Romance']",6.0
Of Love and Shadows,['Drama'],4.4
Dead Man,"['Drama', 'Fantasy', 'Western']",7.2
Switchblade Sisters,"['Action', 'Crime', 'Drama']",6.6
The Visitors,"['Fantasy', 'Comedy', 'Science Fiction']",7.1
Multiplicity,"['Comedy', 'Fantasy', 'Science Fiction']",5.5
"The Haunted World of Edward D. Wood, Jr.",['Documentary'],10.0
The Craft,"['Drama', 'Fantasy', 'Horror', 'Thriller']",6.3
The Great White Hype,"['Comedy', 'Drama']",5.1
Last Dance,"['Drama', 'Thriller']",5.6
Cold Comfort Farm,"['Comedy', 'Drama', 'Romance']",7.0
Heaven's Prisoners,"['Drama', 'Mystery', 'Thriller']",5.0
Original Gangstas,"['Action', 'Drama', 'Crime', 'Thriller']",5.5
The Rock,"['Action', 'Adventure', 'Thriller']",6.9
Getting Away with Murder,['Comedy'],5.5
Cemetery Man,"['Fantasy', 'Drama', 'Horror', 'Comedy']",7.0
Twister,"['Action', 'Adventure', 'Drama']",6.1
Barb Wire,"['Action', 'Science Fiction']",3.9
Ghost in the Shell,"['Action', 'Animation', 'Science Fiction']",7.8
Thinner,"['Horror', 'Thriller']",5.5
Spy Hard,"['Action', 'Comedy']",4.9
A Close Shave,"['Family', 'Animation', 'Comedy']",7.5
The Stupids,"['Comedy', 'Family']",4.2
The Arrival,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",6.1
The Man from Down Under,"['Drama', 'War']",0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Drama', 'Comedy', 'War']",8.0
Gold Diggers: The Secret of Bear Mountain,['Drama'],5.8
Kim,"['Family', 'Adventure']",7.0
Maya Lin: A Strong Clear Vision,['Documentary'],0.0
The Phantom,"['Adventure', 'Action']",4.7
Striptease,"['Drama', 'Thriller', 'Crime']",4.4
The Last of the High Kings,"['Drama', 'Comedy']",5.7
Jack,"['Comedy', 'Drama', 'Science Fiction']",5.9
I Shot Andy Warhol,['Drama'],6.1
The Grass Harp,"['Comedy', 'Drama', 'Family']",6.1
Someone Else's America,['Drama'],0.0
Touki Bouki,"['Drama', 'Romance']",7.3
Spirits of the Dead,"['Drama', 'Mystery', 'Horror']",5.5
Trainspotting,"['Drama', 'Crime']",7.8
Independence Day,"['Action', 'Adventure', 'Science Fiction']",6.7
Stealing Beauty,"['Drama', 'Romance']",6.6
The Fan,"['Drama', 'Mystery', 'Thriller']",5.7
The Cable Guy,"['Comedy', 'Drama', 'Thriller']",5.7
Kingpin,['Comedy'],6.7
Eraser,"['Action', 'Drama', 'Mystery', 'Thriller']",5.6
The Nutty Professor,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",5.4
Daylight,"['Action', 'Adventure', 'Thriller']",5.8
The Frighteners,"['Horror', 'Comedy']",6.7
Lone Star,"['Drama', 'Mystery', 'Romance']",6.9
Harriet the Spy,"['Comedy', 'Drama', 'Family']",5.7
Phenomenon,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",6.2
Walking and Talking,"['Comedy', 'Drama', 'Romance']",6.6
She's the One,"['Comedy', 'Romance']",5.7
A Time to Kill,"['Crime', 'Drama', 'Thriller']",7.0
American Buffalo,['Drama'],6.2
Alaska,['Adventure'],5.2
Fled,"['Action', 'Comedy', 'Thriller']",5.2
Kazaam,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",3.6
Larger Than Life,"['Family', 'Comedy']",5.4
Two Deaths,"['War', 'Drama']",7.0
A Very Brady Sequel,['Comedy'],5.8
Death in the Garden,"['Adventure', 'Drama']",7.4
Regular Guys,"['Comedy', 'Foreign']",5.2
The Adventures of Pinocchio,"['Animation', 'Family', 'Fantasy']",5.0
Joe's Apartment,"['Fantasy', 'Comedy', 'Music']",5.0
The First Wives Club,['Comedy'],6.5
Stonewall,"['Romance', 'Drama', 'Comedy']",7.2
Ransom,"['Action', 'Thriller']",6.4
High School High,['Comedy'],5.4
Phat Beach,['Comedy'],5.4
Foxfire,"['Action', 'Drama', 'Thriller']",6.3
Chain Reaction,"['Action', 'Drama', 'Science Fiction', 'Thriller']",5.3
Matilda,"['Comedy', 'Family', 'Fantasy']",6.9
Emma,"['Drama', 'Comedy', 'Romance']",6.7
The Crow: City of Angels,"['Action', 'Fantasy', 'Thriller']",5.2
House Arrest,"['Comedy', 'Family']",5.0
The Spitfire Grill,"['Comedy', 'Drama']",6.8
Escape from L.A.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",5.6
Basquiat,"['Drama', 'History']",6.6
Tin Cup,"['Comedy', 'Drama', 'Romance']",5.9
Dingo,"['Drama', 'Music']",6.0
The Godfather,"['Drama', 'Crime']",8.5
Police Story 3: Supercop,"['Action', 'Crime', 'Thriller']",6.7
Bound,"['Crime', 'Drama', 'Romance', 'Thriller']",6.9
Carpool,"['Comedy', 'Family']",4.9
Death in Brunswick,['Drama'],6.1
Kansas City,"['Thriller', 'Drama', 'Music', 'Crime']",6.1
Gone Fishin',"['Comedy', 'Family']",4.7
Killer: A Journal of Murder,['Drama'],6.3
Nothing to Lose,"['Action', 'Crime', 'Drama']",0.0
Project S,"['Action', 'Adventure', 'Crime']",5.8
The Relic,"['Horror', 'Mystery', 'Thriller']",5.8
The Island of Dr. Moreau,"['Fantasy', 'Horror', 'Science Fiction']",4.6
First Kid,"['Comedy', 'Family']",5.3
The Trigger Effect,"['Drama', 'Thriller']",6.6
Bogus,"['Fantasy', 'Comedy', 'Family']",5.4
Bulletproof,"['Action', 'Adventure', 'Comedy', 'Thriller']",5.4
Halloween: The Curse of Michael Myers,"['Horror', 'Thriller']",5.0
Mother Night,"['Drama', 'History']",7.1
For Whom the Bell Tolls,"['Drama', 'History', 'Romance', 'Thriller']",6.1
The Philadelphia Story,"['Comedy', 'Romance']",7.7
Singin' in the Rain,"['Comedy', 'Music', 'Romance']",7.9
An American in Paris,"['Drama', 'Comedy', 'Music', 'Romance']",6.9
Funny Face,"['Music', 'Comedy', 'Romance']",7.0
Breakfast at Tiffany's,"['Comedy', 'Drama', 'Romance']",7.6
Vertigo,"['Mystery', 'Romance', 'Thriller']",8.0
Rear Window,"['Drama', 'Mystery', 'Thriller']",8.2
It Happened One Night,"['Comedy', 'Romance']",7.7
Gaslight,"['Drama', 'Mystery', 'Thriller', 'Crime']",7.2
The Gay Divorcee,"['Comedy', 'Music', 'Romance']",7.2
North by Northwest,"['Mystery', 'Thriller']",7.8
The Apartment,"['Comedy', 'Drama', 'Romance']",8.1
Some Like It Hot,"['Comedy', 'Romance']",8.0
Charade,"['Comedy', 'Mystery', 'Romance', 'Thriller']",7.7
Casablanca,"['Drama', 'Romance']",7.9
The Maltese Falcon,"['Mystery', 'Crime', 'Thriller']",7.8
My Fair Lady,"['Drama', 'Family', 'Music', 'Romance']",7.4
Sabrina,"['Comedy', 'Drama', 'Romance']",7.4
Roman Holiday,"['Comedy', 'Romance']",7.8
The Little Princess,"['Drama', 'Comedy', 'Family']",7.0
Meet Me in St. Louis,"['Comedy', 'Music', 'Romance']",6.8
The Wizard of Oz,"['Adventure', 'Family', 'Fantasy']",7.4
Gone with the Wind,"['Drama', 'Romance', 'War']",7.7
Sunset Boulevard,['Drama'],8.2
Citizen Kane,"['Mystery', 'Drama']",8.0
2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']",7.9
Golden Earrings,"['Adventure', 'Romance']",4.8
All About Eve,['Drama'],8.0
The Women,"['Comedy', 'Drama']",6.4
Rebecca,"['Drama', 'Mystery']",7.7
Foreign Correspondent,"['Mystery', 'Thriller', 'War']",7.0
Notorious,"['Thriller', 'Drama', 'Romance']",7.8
Spellbound,"['Drama', 'Mystery', 'Thriller']",7.3
An Affair to Remember,"['Drama', 'Romance']",7.1
To Catch a Thief,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",7.1
Father of the Bride,"['Comedy', 'Drama', 'Family', 'Romance']",6.6
The Band Wagon,"['Comedy', 'Music']",7.1
Ninotchka,"['Comedy', 'Romance']",7.3
Love in the Afternoon,"['Comedy', 'Drama', 'Romance']",7.3
Gigi,"['Comedy', 'Music', 'Romance']",6.1
The Reluctant Debutante,"['Comedy', 'Romance']",6.6
The Adventures of Robin Hood,"['Action', 'Adventure', 'Romance']",7.6
Laura,"['Drama', 'Mystery']",7.6
The Ghost and Mrs. Muir,"['Fantasy', 'Romance', 'Mystery']",7.3
Lost Horizon,"['Adventure', 'Fantasy', 'Drama', 'Mystery']",6.8
Top Hat,"['Comedy', 'Music', 'Romance']",7.4
Giant,"['Action', 'Drama', 'Western']",7.5
East of Eden,['Drama'],7.5
The Thin Man,"['Comedy', 'Crime', 'Mystery']",7.4
His Girl Friday,"['Comedy', 'Drama']",7.5
Around the World in Eighty Days,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",6.5
It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']",8.0
Mr. Smith Goes to Washington,"['Comedy', 'Drama']",7.9
Bringing Up Baby,"['Comedy', 'Romance']",7.6
Penny Serenade,"['Drama', 'Romance']",6.4
Lady of Burlesque,"['Comedy', 'Thriller', 'Mystery', 'Romance']",5.0
Of Human Bondage,['Drama'],6.4
Angel on My Shoulder,"['Comedy', 'Fantasy', 'Romance']",5.7
They Made Me a Criminal,"['Thriller', 'Crime', 'Drama', 'Mystery']",5.6
The Inspector General,"['Comedy', 'Music', 'Romance']",6.2
Angel and the Badman,"['Romance', 'Western']",6.6
The 39 Steps,"['Action', 'Thriller', 'Mystery']",7.4
A Walk in the Sun,"['War', 'Drama']",5.2
The Outlaw,"['Action', 'Adventure', 'Western']",4.9
Night of the Living Dead,['Horror'],7.5
The African Queen,"['Adventure', 'War', 'Romance']",7.4
Beat the Devil,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",6.2
Cat on a Hot Tin Roof,"['Drama', 'Romance']",7.6
The Last Time I Saw Paris,"['Romance', 'Drama']",5.1
Meet John Doe,"['Drama', 'Comedy', 'Romance']",7.3
Algiers,"['Drama', 'Action', 'Mystery', 'Romance']",5.8
Something to Sing About,['Comedy'],3.8
A Farewell to Arms,"['Drama', 'Romance', 'War']",6.2
Moonlight Murder,"['Music', 'Mystery']",6.0
Dangerous Ground,['Drama'],5.0
Picnic,"['Drama', 'Romance']",6.7
The Pompatus of Love,"['Comedy', 'Romance', 'Drama']",5.3
Small Wonders,"['Documentary', 'Family']",0.0
Bliss,"['Drama', 'Romance']",4.8
Grace of My Heart,"['Drama', 'Comedy', 'Music']",6.5
Maximum Risk,"['Action', 'Adventure', 'Thriller']",5.3
Michael Collins,"['Drama', 'Thriller']",6.8
The Rich Man's Wife,"['Drama', 'Thriller']",4.9
Big Night,['Drama'],6.8
Last Man Standing,"['Action', 'Crime', 'Drama', 'Thriller']",6.2
Set It Off,"['Drama', 'Action', 'Crime']",6.9
2 Days in the Valley,"['Comedy', 'Crime']",5.9
Extreme Measures,"['Drama', 'Thriller']",5.7
The Glimmer Man,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",4.7
D3: The Mighty Ducks,"['Action', 'Comedy', 'Drama', 'Family']",5.3
The Apple Dumpling Gang,"['Comedy', 'Family']",6.6
"Davy Crockett, King of the Wild Frontier","['Action', 'Adventure', 'Family', 'Western']",5.9
Escape to Witch Mountain,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",6.5
The Love Bug,"['Comedy', 'Family', 'Fantasy']",6.0
Herbie Rides Again,"['Romance', 'Comedy', 'Family', 'Fantasy']",5.9
Old Yeller,"['Adventure', 'Drama', 'Western']",7.0
Pollyanna,['Adventure'],6.9
The Shaggy Dog,"['Comedy', 'Family']",6.2
Swiss Family Robinson,"['Adventure', 'Family']",7.0
That Darn Cat!,"['Drama', 'Family', 'Comedy']",6.4
"20,000 Leagues Under the Sea","['Adventure', 'Drama', 'Science Fiction']",6.9
Cool Runnings,['Comedy'],6.8
Angels in the Outfield,"['Fantasy', 'Drama', 'Comedy', 'Family']",5.7
Cinderella,"['Family', 'Fantasy', 'Animation', 'Romance']",6.8
The Sword in the Stone,"['Animation', 'Family']",6.9
Robin Hood: Prince of Thieves,['Adventure'],6.6
Mary Poppins,"['Comedy', 'Family', 'Fantasy']",7.4
Dumbo,"['Animation', 'Family']",6.8
Pete's Dragon,"['Fantasy', 'Animation', 'Comedy', 'Family']",6.4
Bedknobs and Broomsticks,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Family', 'Music']",6.8
Alice in Wonderland,"['Animation', 'Adventure', 'Family', 'Fantasy']",7.0
The Fox and the Hound,"['Adventure', 'Animation', 'Drama', 'Family']",7.0
Freeway,"['Comedy', 'Drama', 'Thriller']",6.5
The Sound of Music,"['Drama', 'Family', 'Music', 'Romance']",7.4
Die Hard,"['Action', 'Thriller']",7.5
The Lawnmower Man,"['Horror', 'Thriller', 'Science Fiction']",5.4
Unhook the Stars,"['Drama', 'Romance']",6.2
Synthetic Pleasures,['Documentary'],0.0
That Thing You Do!,"['Comedy', 'Drama']",6.8
To Gillian on Her 37th Birthday,"['Drama', 'Romance']",5.1
Surviving Picasso,"['Drama', 'Romance']",5.3
Love Is All There Is,"['Comedy', 'Romance']",5.5
The Long Kiss Goodnight,"['Crime', 'Action', 'Mystery', 'Thriller']",6.4
The Ghost and the Darkness,['Adventure'],6.4
Looking for Richard,['Documentary'],6.9
Normal Life,"['Crime', 'Drama']",6.8
Get on the Bus,['Drama'],7.0
Jude,"['Drama', 'Romance']",6.6
Bitter Sugar,"['Drama', 'Romance']",6.3
Romeo + Juliet,"['Drama', 'Romance']",6.7
Swingers,"['Comedy', 'Romance']",6.8
Sleepers,"['Crime', 'Drama', 'Thriller']",7.3
The Sunchaser,['Drama'],6.1
Aladdin and the King of Thieves,"['Adventure', 'Animation', 'Family']",6.1
Shall We Dance,"['Comedy', 'Music', 'Romance']",7.9
Crossfire,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.1
"Murder, My Sweet","['Crime', 'Drama', 'Mystery', 'Thriller']",7.2
Macao,"['Adventure', 'Drama', 'Romance']",5.6
For the Moment,"['War', 'Drama', 'Romance', 'Action']",7.4
Willy Wonka & the Chocolate Factory,"['Family', 'Fantasy']",7.4
The Innocents,['Horror'],7.5
Sleeper,"['Comedy', 'Romance', 'Science Fiction']",7.0
A Fish Called Wanda,"['Comedy', 'Crime']",7.1
Life of Brian,['Comedy'],7.7
Victor/Victoria,"['Comedy', 'Music', 'Romance']",6.9
The Candidate,"['Comedy', 'Drama']",6.9
The Great Race,"['Adventure', 'Comedy']",7.2
Bonnie and Clyde,"['Crime', 'Drama']",7.6
The Old Man and the Sea,"['Adventure', 'Drama']",6.0
Dial M for Murder,"['Crime', 'Mystery', 'Thriller']",7.9
Dirty Dancing,"['Drama', 'Music', 'Romance']",7.1
Reservoir Dogs,"['Crime', 'Thriller']",8.1
Platoon,"['Drama', 'War', 'Action']",7.5
Weekend at Bernie's,['Comedy'],6.4
Basic Instinct,"['Thriller', 'Mystery']",6.5
The Doors,"['Drama', 'Music']",6.7
The Crying Game,"['Romance', 'Crime', 'Drama', 'Thriller']",6.9
Glengarry Glen Ross,"['Crime', 'Drama', 'Mystery']",7.5
E.T. the Extra-Terrestrial,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",7.3
A Christmas Carol,"['Fantasy', 'Drama', 'Family']",7.0
Days of Thunder,['Adventure'],5.9
Top Gun,"['Action', 'Romance', 'War']",6.7
American Strays,"['Action', 'Comedy']",6.8
Rebel Without a Cause,['Drama'],7.6
A Streetcar Named Desire,['Drama'],7.6
Children of the Corn IV: The Gathering,['Horror'],4.6
Palookaville,['Comedy'],5.4
The Associate,['Comedy'],6.2
The Funeral,"['Crime', 'Drama']",7.3
North Star,"['Action', 'Adventure', 'Drama', 'Western']",5.2
Drunks,['Drama'],0.0
The People vs. Larry Flynt,['Drama'],6.8
Glory Daze,['Comedy'],5.8
A Perfect Candidate,['Documentary'],5.3
On Golden Pond,['Drama'],7.3
Drop Dead Fred,"['Comedy', 'Fantasy', 'Family']",5.9
The Abyss,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",7.1
The Fog,['Horror'],6.4
Escape from New York,"['Science Fiction', 'Action']",6.9
The Howling,"['Drama', 'Horror']",6.4
Monty Python and the Holy Grail,"['Adventure', 'Comedy', 'Fantasy']",7.8
Hustler White,"['Romance', 'Drama']",6.8
Snowriders,['Documentary'],0.0
When We Were Kings,['Documentary'],7.3
The Wrong Trousers,"['Animation', 'Comedy', 'Family']",7.6
He Walked by Night,"['Drama', 'Thriller']",6.4
Raw Deal,['Crime'],7.2
T-Men,"['Thriller', 'Crime']",6.4
The Tin Drum,"['Drama', 'History', 'War']",7.0
The Bloody Child,['Drama'],0.0
Dear God,['Comedy'],5.1
Bad Moon,['Horror'],5.7
American Dream,['Documentary'],6.0
Bob Roberts,"['Comedy', 'Drama']",6.5
Cinema Paradiso,"['Drama', 'Romance']",8.2
"The Cook, the Thief, His Wife & Her Lover","['Crime', 'Drama']",7.3
Delicatessen,"['Comedy', 'Science Fiction', 'Fantasy']",7.4
The Double Life of Veronique,"['Drama', 'Thriller']",7.3
Enchanted April,"['Romance', 'Drama']",6.9
Paths of Glory,"['Drama', 'War']",8.2
The Grifters,"['Crime', 'Drama']",6.5
Hear My Song,"['Comedy', 'Foreign']",4.1
The English Patient,"['Drama', 'Romance', 'War']",7.0
Mediterraneo,"['Comedy', 'Romance', 'War']",7.4
My Left Foot: The Story of Christy Brown,['Drama'],7.5
Strictly Ballroom,"['Comedy', 'Drama', 'Romance']",6.2
The Thin Blue Line,"['Mystery', 'Documentary', 'Crime']",7.9
Tie Me Up! Tie Me Down!,"['Comedy', 'Crime', 'Drama', 'Romance']",7.0
Paris is Burning,['Documentary'],8.2
One Flew Over the Cuckoo's Nest,['Drama'],8.3
Up in Smoke,['Comedy'],6.7
The Empire Strikes Back,"['Adventure', 'Action', 'Science Fiction']",8.2
The Princess Bride,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",7.6
Raiders of the Lost Ark,"['Adventure', 'Action']",7.7
Brazil,"['Comedy', 'Science Fiction']",7.6
Aliens,"['Horror', 'Action', 'Thriller', 'Science Fiction']",7.7
"The Good, the Bad and the Ugly",['Western'],8.1
Withnail & I,"['Comedy', 'Drama']",7.4
12 Angry Men,['Drama'],8.2
A Clockwork Orange,"['Science Fiction', 'Drama']",8.0
Apocalypse Now,"['Drama', 'War']",8.0
Once Upon a Time in the West,['Western'],8.1
Return of the Jedi,"['Adventure', 'Action', 'Science Fiction']",7.9
Wings of Desire,"['Drama', 'Fantasy', 'Romance']",7.5
The Third Man,"['Thriller', 'Mystery']",7.9
GoodFellas,"['Drama', 'Crime']",8.2
Alien,"['Horror', 'Action', 'Thriller', 'Science Fiction']",7.9
Army of Darkness,"['Fantasy', 'Horror', 'Comedy']",7.3
The Big Blue,"['Adventure', 'Drama', 'Romance']",7.6
Ran,"['Action', 'Drama', 'History']",7.9
The Killer,"['Action', 'Crime', 'Drama', 'Thriller']",7.6
Psycho,"['Drama', 'Horror', 'Thriller']",8.3
The Blues Brothers,"['Music', 'Comedy', 'Action', 'Crime']",7.5
The Godfather: Part II,"['Drama', 'Crime']",8.3
Full Metal Jacket,"['Drama', 'War']",7.9
Henry V,"['War', 'Drama', 'History', 'Action', 'Romance']",7.4
Amadeus,"['Drama', 'History', 'Music']",7.8
The Quiet Man,"['Comedy', 'Drama', 'Romance']",7.3
Once Upon a Time in America,"['Drama', 'Crime']",8.3
Annie Hall,"['Comedy', 'Drama', 'Romance']",7.8
The Right Stuff,"['Drama', 'History']",7.4
Das Boot,"['Action', 'Drama', 'History', 'War', 'Adventure']",7.9
The Sting,"['Comedy', 'Crime', 'Drama']",7.9
Harold and Maude,"['Comedy', 'Drama', 'Romance']",7.7
Trust,"['Drama', 'Comedy']",6.5
The Terminator,"['Action', 'Thriller', 'Science Fiction']",7.4
Braindead,"['Horror', 'Comedy']",7.4
Glory,['War'],7.4
Manhattan,"['Comedy', 'Drama', 'Romance']",7.8
Miller's Crossing,"['Drama', 'Thriller', 'Crime']",7.5
Dead Poets Society,['Drama'],8.1
The Graduate,['Drama'],7.6
Touch of Evil,"['Drama', 'Thriller', 'Crime']",7.6
La Femme Nikita,"['Action', 'Thriller']",7.0
The Bridge on the River Kwai,"['Drama', 'History', 'War']",7.7
8½,"['Fantasy', 'Drama']",7.9
Chinatown,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.9
The Day the Earth Stood Still,"['Drama', 'Science Fiction', 'Thriller']",7.3
The Treasure of the Sierra Madre,"['Action', 'Adventure', 'Drama', 'Western']",7.9
Duck Soup,['Comedy'],7.6
Better Off Dead...,['Comedy'],6.8
The Shining,"['Horror', 'Thriller']",8.1
Stand by Me,"['Crime', 'Drama']",7.8
Evil Dead II,"['Horror', 'Comedy', 'Fantasy']",7.5
The Great Escape,"['Adventure', 'Drama', 'History', 'Thriller', 'War']",7.8
The Deer Hunter,"['Drama', 'War']",7.8
Groundhog Day,"['Romance', 'Fantasy', 'Drama', 'Comedy']",7.4
Unforgiven,['Western'],7.7
The Manchurian Candidate,"['Mystery', 'Thriller']",7.7
Pump up the Volume,"['Music', 'Drama']",7.0
Arsenic and Old Lace,"['Comedy', 'Crime']",7.4
Back to the Future,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",8.0
Fried Green Tomatoes,"['Drama', 'Comedy']",7.6
Patton,"['Drama', 'History', 'War']",7.3
Down by Law,"['Crime', 'Drama', 'Comedy']",7.2
Akira,"['Science Fiction', 'Animation']",7.8
Highlander,"['Adventure', 'Action', 'Fantasy']",6.8
Cool Hand Luke,"['Crime', 'Drama']",7.7
Young Frankenstein,"['Comedy', 'Science Fiction']",7.7
Night on Earth,"['Comedy', 'Drama']",7.5
The Great Dictator,['Comedy'],8.1
